ID,Clee,Nombre de la Unidad Económica,Razón social,Código de la clase de actividad SCIAN,Nombre de clase de la actividad,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Número exterior o kilómetro,Letra exterior,Edificio,Edificio Piso,Número interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado público",Número de local,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Manzana,Número de teléfono,Correo electrónico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporación al DENUE
6722242,19026721111000052011000000U8,CONFORT EJECUTIVO SUITES,OPERADORA PARA EJECUTIVOS SA DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,CALLE,SANTA ROSA,CALLE,SAN RICARDO,OTRO (ESPECIFIQUE),SIN REFERENCIA,CALLE,LATERAL CONSTITUCIÓN,5700,,,,0,,COLONIA,RIVERAS DE LINDAVISTA,,,,67137,19,NUEVO LEÓN   ,026,Guadalupe,0001,Guadalupe,132A,039,,ROSARIOLA@CONFOR.COM.MX,WWW.CONFOR.COM.MX,Fijo,25.69302573,-100.2334505,2016-01
9337736,19019721312000011000000000U3,CORPORATIVO CONSORCIO HOTELERO AEROPUERTO MONTERREY,CONSORCIO HOTELERO AEROPUERTO MONTERREY SAPI DE CV,721312,Departamentos y casas amueblados con servicios de hotelería,0 a 5 personas,AVENIDA,LÁZARO CÁRDENAS,AVENIDA,RUFINO TAMAYO,CIRCUITO,FRIDA KAHLO,CONTINUACION,FRIDA KAHLO,2225,,,,,P5,COLONIA,VALLE OTE,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO LATITUD,P5,,19,NUEVO LEÓN   ,019,San Pedro Garza García,0001,San Pedro Garza García,0365,052,,GPADILLA@OMA.AERO,WWW.OMA.AERO,Fijo,25.64709059,-100.3256607,2021-05
6367249,19006721111000075000000000U1,COURTYARD BY MARRIOTT,OPERADORA DE APODACA SA DE CV,721111,Hoteles con otros servicios integrados,51 a 100 personas,CARRETERA,MIGUEL ALEMÁN,BOULEVARD,5,BOULEVARD,5,OTRO (ESPECIFIQUE),MANZANA 800,0,SN,,,0,,PARQUE INDUSTRIAL,STIVA AEROPUERTO,,,,66600,19,NUEVO LEÓN   ,006,Apodaca,0001,Ciudad Apodaca,3037,007,,INFO.OPTIMA@HOTELESOPTIMA.COM,,Fijo,25.78893773,-100.1450432,2013-07
6368523,19006721111000014002020979M0,CROWNE PLAZA MONTERREY AEROPUERTO,FIDEICOMISO IRREVOCABLE DB1616 SA,721111,Hoteles con otros servicios integrados,101 a 250 personas,CARRETERA,CARRETERA AL AEROPUERTO,AVENIDA,BOULEVARD INTERAMERICAN,CARRETERA,BOULEVARD MILLENIUM,CALLE,NINGUNO,171,,,,,,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL MILENIUM,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL MILENIUM,171,66600,19,NUEVO LEÓN   ,006,Apodaca,0001,Ciudad Apodaca,3037,004,,HUGO.CEPEDA@FIBRAINN.MX,,Fijo,25.78671675,-100.1362608,2010-07
6269586,19017721112000021001000000U0,CUATRO REALES HOTEL,,721112,Hoteles sin otros servicios integrados,11 a 30 personas,CALLE,CONSTITUCION,CALLE,DURANGO,CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,DURANGO,35,SN,,,0,,COLONIA,25 DE ENERO,,,,67850,19,NUEVO LEÓN   ,017,Galeana,0001,Galeana,1424,024,,FCOADRIAN_93@HOTMAIL.COM,,Fijo,24.81844868,-100.0723102,2010-07
8947729,19039721113000224000000000U2,DALI CHURUBUSCO,PROMOTORA E INMOBILIARIA DE HOTELES Y MOTELES DEL NORTE SA DE CV,721113,Moteles,31 a 50 personas,CALLE,LOS ANGELES,AVENIDA,CHURUBUSCO,CALLE,ANTONIO I VILLAREAL,CALLE,CIUDAD DE LOS ANGELES,3207,,,,,,COLONIA,COYOACAN,,,,64610,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1116,004,,CONTABILIDAD-HOTELESMTY@HOTMAIL.COM,,Fijo,25.70596639,-100.2728584,2019-11
9312591,19039721311000241000000000U6,DECASA,DECASA SA DE CV,721311,Pensiones y casas de huéspedes,0 a 5 personas,AVENIDA,DOCTOR IGNACIO MORONES PRIETO,CALLE,ESPAÑA,CALLE,DINAMARCA,CALLE,HOLANDA,2912,,,,0,,COLONIA,DEL CARMEN,,,,64710,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1830,013,,,,Fijo,25.67212039,-100.3581083,2020-11
9318892,19019721111000251000016498M1,DESARROLLADORA NUEVA ESPAÑA,DESARROLLADORA NUEVA ESPAÑA SA DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,AVENIDA,RICARDO MARGAIN,CALLE,EUCALIPTO,AVENIDA,ROBLE,CALLE,NÍSPERO,260,,,,,,COLONIA,VALLE DEL CAMPESTRE,,,,66265,19,NUEVO LEÓN   ,019,San Pedro Garza García,0001,San Pedro Garza García,0384,008,,COORDINACION.FISCAL@VILLACERO.COM,,Fijo,25.65137696,-100.3528639,2020-11
8778222,19049721190000021000000000U9,ECO AVENTURA,,721190,"Cabañas, villas y similares",0 a 5 personas,CALLE,MINA,PRIVADA,NINGUNO,CALLE,HUAJUQUITO,CALLE,HUAJUQUITO,,SN,,,,,COLONIA,ARTURO CAVAZOS,,,,67300,19,NUEVO LEÓN   ,049,Santiago,0001,Santiago,0307,006,8112733789,,WWW.ECOAVENTURASANTIAGO.COM.MX,Fijo,25.43321826,-100.156303,2019-11
9404207,19046721111000121000010799S9,EL CID RESORTS KIOSKO PASEO LA FE MONTERREY,HOTELES EL CID MAZATLAN SA DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,OTRO(ESPECIFIQUE),MIGUEL ALEMAN,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,200,,,,,,COLONIA,PARQUE LA TALAVERNA,CENTRO Y PLAZA COMERCIAL,PASEO LA FE,ISLA,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0790,001,6691096662,MGONZALEZ@ELCID.COM.MX,WWW.ELCID.COM.MX,Fijo,25.71745805,-100.2181661,2023-11
6368300,19020721112000022001000000U2,EL ESTRIBO Y COMPAÑIA,EL ESTRIBO Y COMPAÑIA SA DE CV,721112,Hoteles sin otros servicios integrados,6 a 10 personas,CALLE,GENERAL FRANCISCO NARANJO,CALLE,BERNARDO REYES,CALLE,DOCTOR ARROYO,CALLE,GARZA AYALA,209,,,,0,,COLONIA,CENTRO,,,,67000,19,NUEVO LEÓN   ,020,General Bravo,0001,General Bravo,0277,022,,HOTELELESTRIBO@GMAIL.COM,,Fijo,25.79389391,-99.1792982,2010-07
6269489,19039721112000911010008880S6,ESTACIONAMIENTO,HOTEL SON MAR SA DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,AVENIDA,CUAUHTÉMOC,ANDADOR,Democracia,ANDADOR,Diez Gutiérrez,ANDADOR,José Mariano Jiménez,,S/N,,,1211,,COLONIA,SARABIA,,,,64490,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1258,005,8124249229,GERENCIA@SONMAR.COM.MX,WWWHOTELSONMAR.COM,Fijo,25.68730719,-100.3165944,2010-07
3000914,19033721111000031001009264S8,ESTACIONAMIENTO DEL HOTEL HACIENDA REAL DE LINARES,,721111,Hoteles con otros servicios integrados,51 a 100 personas,CALLE,IGNACIO ZARAGOZA,CALLE,Belisario Domínguez,CALLE,Independencia,AVENIDA,Miguel Hidalgo y Costilla,700,S/N,,,,,COLONIA,COLONIA CENTRO,,,,67700,19,NUEVO LEÓN   ,033,Linares,0001,Linares,0576,016,,RESERVACIONES@HACIENDAREALDELINARES.COM,,Fijo,24.86353149,-99.56600468,2014-12
2973721,19039812410001131000053698S8,ESTACIONAMIENTO HOTEL 402,INMOBILIARIA Y DESARROLLADORA TURISTICA VILLARREAL SA DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,CALLE,RUPERTO MARTINEZ,CALLE,MARIANO ESCOBEDO,CALLE,EMILIO CARRANZA,CALLE,PROFESOR JOSÉ SILVESTRE ARAMBERRI,0,SN,,,0,,COLONIA,CENTRO DE MONTERREY,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1544,003,,HOTEL40206@YAHOO.COM.MX,,Fijo,25.67665429,-100.3110282,2014-12
8969622,19039721111000751000000000U8,ESTACIONAMIENTO HOTEL CAPRI,GRUPO CALDERON LOZANO SA DE CV,721112,Hoteles sin otros servicios integrados,0 a 5 personas,CALLE,CALZADA GUADALUPE VICTORIA,CALLE,MIGUEL NIETO,CALLE,OCTAVA NORTE,CALLE,JOSÉ MARÍA BOCANEGRA,,SN,,,,,COLONIA,INDUSTRIAL,,,,64440,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,3610,012,,,,Fijo,25.69039716,-100.3254299,2019-11
8615220,19047721112000011000000000U8,ESTANCIA EL RANCHO,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,CALLE,MARCOS LOZANO GUTIERREZ,CALLE,AGUSTIN VIELNA VAZQUEZ,CALLE,NINGUNO,CALLE,NINGUNO,0,SN,,,0,,COLONIA,ADRIANA MARGARITA GARZA,,,,65600,19,NUEVO LEÓN   ,047,Hidalgo,0001,Hidalgo,0213,017,,,,Fijo,25.96273156,-100.4739325,2019-11
6367259,19006721312000013000000000U6,EXTENDED SUITES,ESTANCIAS EXTENDIDAS SA DE CV,721312,Departamentos y casas amueblados con servicios de hotelería,11 a 30 personas,AVENIDA,MIGUEL ALEMAN,PRIVADA,JOSE PALOMO MARTINEZ,PRIVADA,NAZRY HASBUN HASBUN,BOULEVARD,JULIAN TREVIñO ELIZONDO,518,,,,,,PARQUE INDUSTRIAL,OMOLAP,,,518,66634,19,NUEVO LEÓN   ,006,Apodaca,0001,Ciudad Apodaca,1026,001,8111560050,EMENDOZA@EXTENDEDSUITES.COM.MX,WWW.EXTENDEDSUITES.COM.MX,Fijo,25.74224231,-100.2047355,2014-12
6367250,19006721111000054000000000U6,FAIRFIELD MONTERREY AEROPUERTO,HOTELES Y SERVICIOS CASABLANCA SA DE CV,721111,Hoteles con otros servicios integrados,31 a 50 personas,AVENIDA,ROGELIO GONZÁLEZ CABRERA,AVENIDA,MIGUEL ALEMÁN,PRIVADA,NINGUNO,CARRETERA,CARRETERA AL AEROPUERTO,150,,,,0,,PARQUE INDUSTRIAL,STIVA AEROPUERTO,OTRO CONGLOMERADO,STIVA AEROPUERTO,150,66600,19,NUEVO LEÓN   ,006,Apodaca,0001,Ciudad Apodaca,3037,007,8113152450,INFO.OPTIMA@HOTELESOPTIMA.COM,WWW.ESPANOL.MARRIOTT.COM,Fijo,25.78772556,-100.1447194,2014-12
9426247,19046721112000042000000000U5,FIESTA ALAMO MONTERREY,FIESTA ALAMO SA DE CV,721112,Hoteles sin otros servicios integrados,6 a 10 personas,AVENIDA,UNIVERSIDAD,CALLE,JOSÉ SANTOS CHOCANO,CALLE,LEOPOLDO LUGONES,CALLE,G. DE LA VEGA,100,,,,,,COLONIA,ANAHUAC,,,,66450,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0220,045,,HOTELALAMO1@GMAIL.COM,,Fijo,25.73814812,-100.3034136,2023-11
6813851,19019721111000174001003415S5,FIESTA AMERICANA GRAND MONTERREY VALLE,FIDEICOMISO F-1596 ,721111,Hoteles con otros servicios integrados,11 a 30 personas,AVENIDA,LÁZARO CÁRDENAS,CALLE,Casolar,CALLE,Corporativo,CALLE,Los Soles,2424,,,,,,COLONIA,RESIDENCIAL SAN AGUSTIN PRIEMR SECTOR,,,,66260,19,NUEVO LEÓN   ,019,San Pedro Garza García,0001,San Pedro Garza García,0365,039,,,WWW.FIBRAHOTEL.COM,Fijo,25.65176092,-100.3335923,2017-11
6813850,19039721111000694001003415S0,FIESTA AMERICANA PABELLON M MONTERREY,FIDEICOMISO F-1596 ,721111,Hoteles con otros servicios integrados,11 a 30 personas,AVENIDA,LICENCIADO BENITO JUÁREZ,AVENIDA,Constitución,CALLE,Melchor Ocampo,CALLE,José Garibaldi,1102,,,,,,COLONIA,CENTRO,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1686,028,,,WWW.FIBRAHOTEL.COM,Fijo,25.66567001,-100.3160025,2017-11
6813530,19039721111000685000023119S8,FIESTA INN MONTERREY FUNDIDORA,GRUPO POSADAS SA DE CV,721111,Hoteles con otros servicios integrados,51 a 100 personas,AVENIDA,CHURUBUSCO,AVENIDA,Constitución,CALZADA,Prolongación Madero,CALLE,Santa Catarina,701,,,,,,COLONIA,FIERRO,,,,64590,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,139A,013,5553266700,PATRICIA.POSADAS@POSADAS.COM,WWW.POSADAS.COM,Fijo,25.684549,-100.2685893,2017-11
6801510,19046721111000104001003415S5,FIESTA INN MONTERREY LA FE,FIDEICOMISO F-1596 ,721111,Hoteles con otros servicios integrados,11 a 30 personas,AVENIDA,CARRETERA MIGUEL ALEMÁN,CALLE,Nueva,AVENIDA,Las Torres Oriente,CALLE,Ninguno,105,S/N,,,,,COLONIA,LA FE,,,,66486,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0790,001,,,WWW.FIBRAHOTEL.COM,Fijo,25.72079458,-100.2162536,2017-11
6845281,19039721111000711001023119S2,FIESTA INN MONTERREY TECNOLOGICO,GRUPO POSADAS SA DE CV,721111,Hoteles con otros servicios integrados,101 a 250 personas,AVENIDA,EUGENIO GARZA SADA,CALLE,Fernando García Roel,CALLE,Pirineos,AVENIDA,Junco de la Vega,2145,,,,,,COLONIA,ROMA,,,,64700,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,2010,002,5553266700,PATRICIA.GUERRRERO@POSADAS.COM,WWWPOSADAS.COM,Fijo,25.65425012,-100.2939172,2018-03
